,video_id,comments
1684,jG7ZSx_i6eI,"['Infoo pekerja.an boss ?', 'allysa valdes', 'Buat kiano , semoga pajang umur, sehat selalu, luwas rizki nya, dan sukses selamanya, amin, ya robsl alamin,', '😍👍🏻', 'zahra', 'zahra', 'Ada Mama Pau mama Luna mama gigi 😀😀😀😀😀😀', 'Kkooo', 'Heppy berday kiano semoga panjang umur dan sehat selalu.Amin', 'Hbd kiano semoga Allah berkati kiano sepanjang umur nya dari bayi sampai gede 😘😘']"
1685,hGYjz_xZm_g,"['Mantab he he he', 'Naseht aja iy bos. Jgn trllu libatkat dimas. Lebih baek Alshad aja bosku', 'Semoga  dimas  selalu  sukses  dan   berkah', 'Pd saat itu dimas mungkin blm tau siapa itu alshad 😂', 'Kupikir dimas dan alshad satu orang yang sama wkwkwkwk ternyata beda yhhh. Tapi jujur, aku pikir adik kandung raffi ahmad itu dimas dan alshad bukan syahnaz dan satu nya lagi haha maaf salah dan kurang memahami', 'Mau request boleh', 'Gigi cantiiik bangeet y Allah Rafi beruntung bangeet punya istri gigi', 'Kak raffli undang Un1ty dong', 'Produser Nya alshad Ahmad 😅😅😂😂', 'Selanjutnya UN1TY dongg....']"
1686,-rgxUlwtSe0,"['Klau di lihat yaa si Dimas serasa anak rafii😅🤭', 'Dimas manggil gigi bun ya', 'Good family Raffi and Gigi..', 'Pokoknya cocok banget deh dimas jadi saudaranya raffi', 'dimas kaku kali kyk kanebo kering 😂😂', 'Serasa dimas  anakny mm gigi yg paling besar yaa kompak seklg', 'Aa rafatar tmbah gede tmbah hengsem tmbah ganteng smga jdi ank sholeh ya amiiiiin smga kluarga rans kluarga seruuu pokoke the best 💞💖💖💖👍👍👍', 'Rans is the beeessss', 'Dimas : mb gigi \nGigi : hmm\nDimas : mb gigi paling suka masak apa\nGigi : masak air\nDimas : biar mateng\nHahaha kok aku ngakak ya', 'Saya merasa mereka 4 beranak mama gigi, pp rafi, dimas dan rafathar']"
1687,mNo4tx9PTC8,"['Rabi 😀💕💞👋', 'Teurie&', 'Keren rafatar adik aku sering liat si aa', '1:07 Mmm... So Yummy!\n(Mmm... Sangat Enak!)', 'Aku pernah nonton di TV\nSeru banget. Sampe adek aku kalo selesai Vilem nya ngamuk', 'Wah ravatar hebat👍👍👍', 'Jsjshdjdbd', 'Ya kalo semangka masuk ke perut ya', '👍👍👍', 'Mateepp']"
1688,AGFbkY_WTxQ,"['Mashaa allah tetep merendah rapi duduk di bawah', 'Mntp,diskusinya,dgn,,klga,padil', 'Habis,batere,posisi,sy,di,hutaan,bos', 'masyallah', 'Rafi sama gigi bener2 sopan org kaya TPI GK sombong,,pantesan rejeki nya bagus', 'Rafi sopan bgt ya. Duduk di bawah. Krn mgk kl duduk diatas sempit gak nyaman. Lgs duduk di bawah. Sangat menghormati org tua', 'Sehat selalu keluarga Rans', 'Attitude AA sama ka gigi mnk patut di contoh 👍salut aku biarkata artis papan atas tp ma org tua sopan bgd dduk di bawah ngedeprok DPN pak Muh subhanallah.sukses slalu rans entertainment', 'ALPAHARD!', 'artis senior yang selalu mau menciptakan regenerasi.sehat terus dan sukses terus keluarga rans']"
1689,tysheN4Mirg,"['Semoga  keinginan  dimas terkabul, amin', 'Cluster lyndon, Navapark bsd', 'Kangen Dimas', 'Rafii ahmad jos idaman pokoe', 'AA Raffi bikinin film buat Dimas tayang di bioskop atau ga FTV kaya aa jaman dulu ..', 'Suka bgt liat sosok dimas dri awal smpe skrg wataknya ngk brubah ttp kalem sopan dan rendah hati smoga smpe sererusnya ttp rendah hati tidak sombong dan ingat Allah slalu dan jgn lupa rans ya...', 'tes', 'InsyaAllah busa beli rumah yang lebih besar aamiin', 'Semoga semua yang baca komen aq dimudahkan segala urusannya, rezekinya, diberikan nikmat kesehatan, yang berhutang segera dilunasi, yang punya masalah dimudahkan...doa-doanya diijabah...bisa sukses dunia akhirat... Aminnnn', 'Ini sih di BSD city cluster lindon']"
1690,yLrnW4MOcmM,"['Rafi Ahmad Janji di sini ke Fadil buat ngajakkin ke LN dan sudah terpenuhi Fadil di ajak ke Jepang... KEREN TOP MANTAP IS THE BEST...!!!', 'Artis ter baik di indonesia', 'Yah kirain ada lanjutan nya', '1 thn yg lalu hy kk', 'Atitude dimas ga di pake:)', 'Jazakallah hair ane setiab liad video kekuarga rafi  sellalu terharu mangka nya dia selalu di angkat derajat ny ama ALLAH swt  karena ke baikan nya', 'YA AMPUN STREET BOBA PUNYA FADIL…', 'A rafi moga sllu sehat dn pnjng umur dn mkin bnyk rizky ny amiiin. 🙏\n dia baik bngt sm siappn dn gx sombong rjin bntu org2 sngt luar biasa 👍👍👍👍', 'Dimas ngausa ikut campur suting...ngasudi liat dia', 'gue nonton ini berulang² trus']"
1691,dVtxuSl_kiw,"['Si aa main bulutangkis, mana video gempi kena raket tuh kan gak ketemu', 'Besth Rans:)', 'Belajar dari Rafi Ahmad memotivasi anak itu penting', '👍👍', 'sering” buat konten rafatharr dongg😍😍', 'Ga usah mending rumah begitu aja bagus', 'Rafathar   Lucu  bangeet  siih  ....Makin  Gemesin  aja ...GANTENG  nya  NAMBAH  Teruus  deeh ..', 'Recomend sih Masker merk Primero, dah pake sebelum di iklanin di RANS, pas dipake ngga ngelekep di hidung, bahannya juga enak di wajah', 'Gemes rafatar nya ka rafi, bikin vidio rafatar terus ka rafi gemes nya ampun', 'AHHA4D.LIVE\nBisa Isi Pakai Pulsa Dan E-Wallet\nMinimal Pengisian Hanya 20 Ribu\nSitus Togel, Slot, Live Casino, Tembak Ikan\nProses Transaksi Sangat Cepat Aman Dan Nyaman 24 Jam']"
1692,Ak4mV1VjhzE,"['9ķ\nB', 'Rupa kaki kotor kacau', 'Itu bukan Upin Ipin ini film si aa', 'Mamah gigi boleh minta no nya ga', 'aa i love you', 'Aa   lucu  bangetttttttttttttttttttttt   si', 'Si aa anak nya pinter dan nurut sama mama papanya sehat selalu', 'Jii', 'Sukses', 'Sukses selalu ya buat RAFATHAR dan juga buat RANS ENTERTAINMENT']"
1693,UtQDEb-WCWo,"['Rans terbaik dan sukses selalu buat rans terbaik', 'Duh mba gigi cantik banget, coba haters ke sni kek liatin video ini mama gigi kalo langsing cantik banget jadi sabar yah entar dia langsing lagi', 'Adik saya ,,,, baik2 bgt gimana rezekinya ga ngalir terus ga sedarah aja ngehargain bangt', 'Asli Bukan setinggan ...mantap Rans .... Jujur kontennya .. apa adanya .... Mujur kamu Dimas .. semoga tetep baik', '4:21\nDimas:Kemarin saya cobain ini ganting sih\nMba Gigi:gw gk nanya lu ganteng apa engga\nLucu banget', 'Mbk gigi mau kmn panik gtu mode ya allah lucuu bgt dimas', 'Mnt 14:00 Dimas pasti deg-deg an 😂', 'aakkhh...gak bosen nontonnya...\nthankyuh Rans', '❤️😆😆😆😆😆❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😍✌️✌️✌️✌️😍✌️✌️😍😍😍✌️✌️✌️😍✌️✌️✌️😍💋✌️', 'yg jadi host mama Rossa tuh mamanya papa Aldebaran Al Fahri,\nsuka lihat mbak Gigi dkat sma Dimas Like adiknya sndr']"
1694,-A5VpYZFSdY,"['Orang di sekeliling Rafi baik semua', 'Cepetan beliin rumah buat Mery..... dijanjiin mulu...', 'Alangkah beruntungnya dpt majikan sma mcm abg raffi dn kakak gigi.. smoga dilimpahkn rezeki dri allah slalu☺️🤲🏼Aamin', 'Om merrryy😍😍😍😍😍😍😍', 'https://youtu.be/6_GHICfN_e4', 'Rans is the beessss', 'Lainya pd dapet uang,yg laki2 kaos hitam gk kebagian pertanyaann', 'Kasian noh pling ujung kaos item ,g kebagian duit 😂', 'Masa Alloh baik hati banget Merry.  Dy beri Dimas tas..    doa yg terbaik buat om Merry .semoga sehat selalu lancar reski nya dn semoga panjang umur amin', 'menghibur']"
1695,7IK0AkPcA94,"['Seru banget nonton si aa', 'iya ga ada yg tau ah ti di kasih 6yeyehebsjdgdeijewpowuw9u38ywhwwjowjwgeyeyey83uejeje9383hehejeouwy', 'Piyu padi di kasih sayang\n\n🙂😀😁😀😀😀😀😍😍😍😍😍😍🤗😗🙂😙😚😙🥔🍈🍒🍓🍈🍍', 'Raja ketua kelas yaitu Aa', 'Halo mis tasya', 'Semoga aa yang jadi ketua kelas', 'Aa keren.bangat', 'Aa lucu banget', 'Aa  semangat ya', 'Wah si aa jadi ketua kelas aku aja bendahara wah kamu hebat aa😘😘😘😘']"
1696,qT9_q1FpS3Y,"['Terimakasih...  sudah #hujan...', 'GBHN', 'Mantap ...', 'Semangat bcl', 'enak di denger jg lagu Astrid', 'u', 'Slank (Minus Ridho)\n3:24 Padangan Pertama (Feat Nagita Slavina)\n6:20 Orkes Sakit Hati\n1:12:03 Virus\n1:16:13 Ku Tak Bisa\n1:21:10 Terlalu Manis\n1:52:00 I Miss U But I Hate U\n1:59:45 Balikin\n2:14:50 Kamu Harus Pulang', 'Kerenn', 'Mantap', 'Rindu konser slank ..✌\nSlank ngak ada matinya']"
1697,237lCo_ffeI,"['Mba gigi udah nonton DOTS blm? Kalo blm wajib nonton rame', 'sehat terus ya bumil gigi..yg baca komentr saya jg mohon doakan kakak saya dan kluarga juga semoga diberikan rezeky untuk biaya persalinan  kelak..aamiin', 'Benar2 mirip ya😆😆😆', 'Endosss teruss😂😂😂😂', 'Semoga Aa rafathar cepat punya adik biar anak temannya ,mama gigi', 'Ketapang... 😂', 'Tuhan berkati selalu rumah tangga nya Mas Raffi dan Mbak Gigi.🙏\nLanggeng sampai Opa Oma.\n\n#salamNTTsumba', 'snack itu namanya widaran klo dijawa tengah. ada yg manis, ada yang gurih, kadang ada yg diwarnai kek cabe warna warni gitu.', 'Telur gabus', 'Di DI ALFAMART,INDOMARET,TRANS MART.GIANT,TOKO2 OLEH2 JAJANAN ZAMAN DULU BRO.']"
1698,OTka_mLrpjE,"['⠀⠀⠀⠀⠀⠀', 'Lucu bgt sih rafi sm dimass', 'Dimas ahmad jangan deket dekat sih aurel dong', 'Cantiknya nagita ga ada yg ngalahin da asli mau siapapun yg lebih muda kek ga ngaruh asli ahaha', ""Rans mantab'bek........."", 'Dimas orangnya gak percaya diri pas nyanyi', 'Dimas kek orang mabok', 'Dimas jan ngangguk2 mulu dong', 'Kwkw AA Rafi udh kaya kepanasan', 'Dimas ke orang pelo anjir wkwk']"
1699,VtSRz80HpYU,"['Yng pake upluk, blagu bner, aga so ngong,,', 'Bismillah aja', 'Saya salut sama Ester,,,,,hitung2an di luar kepala,,,,', 'Bismillah iPhone 12 pro max,kepengen yang tak tercapai pengen banget,banget pengen', 'Saya mau mama gigi 😊', 'Rans jossss.........', 'Kompaknya karyawan RANS Ent :)', 'AHHA4D.LIVE\nBisa Isi Pakai Pulsa Dan E-Wallet\nMinimal Pengisian Hanya 20 Ribu\nSitus Togel, Slot, Live Casino, Tembak Ikan\nProses Transaksi Sangat Cepat Aman Dan Nyaman 24 Jam', 'Rans is the best', 'Ma gigi yg dermawan bantuin buat byar skolah aj lah']"
1700,d_fiz630EtU,"['Slmt,pagi', 'Saya gucapin ulang taun buwat adikya semoga panjang umur sehat selalu', 'Dimas ni jadi sebahagian keluarga Raffi ka?', 'Dimas nie agak mirip Raffi', 'Elsi udah punya pacar', 'Dimas niiih sopaaan bangeet.etitude yg baik harus tetep di jaga.yaa diiim biar banyak orang yg suka.', 'Tiada hari tanpa Rans Entertainment..... semoga semakin Sukses .... Best Rans Family....👍👍👍', 'Setuju banget anneth sama dimas', 'Kereennn', 'Semoga Mbak Gigi dan Mas Raffi sekeluarga,sehat selalu,banyak rezeki dan memberikan manfaat banyak orang.Aamiin....']"
1701,kJ6zkIK3a5A,"['Bismillahirrahmanirrahim , Aku pengen banget dapet hadiah dari Rans Entertainment dari A Raffi Ahmad sama mbak Nagita Slavina berupa uang tunai biar bisa beli motor buat sekolah, Semoga dapat...Aamiin yarobalalamin...\nSemoga A Raffi sama mbak gigi membaca ini\n@dadiajisnurqolik', 'Syaratnya apa sih', 'RANS Entertaintment\nThere is nothing great change will come easy, this is would be an inspiration for all people in Indonesia, thanks for always sharing your happy moment with us, have a blast\n\n#Hadiahlebarans\n081373759720\nIg @andyalamshah', 'Semoga sehat raffi and dimas', 'Aa rafi mba gigi gmn cara ikutan biar dpt hadiah nya? 😁', 'Hadir untuk AA,\r\nSemoga yang nonton rezekinya seperti dimas\r\namin....', 'Pengen sekali saya mendapatkan motornya', 'aku mau motor dong 😪', 'Ya Allah Permudah rezeki Saya dari busa rapi, Semoga saya bisa mendapatkan hadiah ini untuk saya bisa membeli susu anak saya dengan normal Amin ya robbal alamin.', 'Mau dong,,']"
1702,cs3b9VAXsv8,"['AdaAkukakakDimasadikSarimaafmiselama', 'Gantengnya rafatar', ""pinter bnget ya aa'"", 'Ketawa teross denger rafatar🤣', 'Aa  cita citanya apa', 'Ka kasih pertanyaan donk ke rafatar', 'Emang ya jawaban AA penuh dgn misteri,,,pinter bgt jawabnya,,', 'Hay mamah gigi aku tuh klo ngakak sama rafathar dimas sama papah raffi dah ngakak beneran', 'aku ulang"" pas  rafatar bilang( bau  apa nih)', 'Rafatar lucu bngt sihh gemes tau ganteng lagii😚']"
1703,xIwH8-495bo,"['Nama orang kalimantan  yang ngajak si Aa dan Dimas keliling sungai kapuas adalah SANJA  @mila_symsl #HadiahLorongWaktuSiAa', 'Pas di jogjakarta 2010 orangnya basa jawa', 'Husein', 'Gue orang Aceh njir', 'Gambar template oleh KK dan akte notaris', '🥰🥰🥰🤩🤩🤩', 'Bugis:kanja pa animasinna de u bosang² nontonggi beh', 'loh gua orang bugis gua pas kecil rumah gua pernah pindahkan', 'Film ini aku suka banget 😍😍🤩🤩🤩👍👍👍👍', 'Mukak pak Jokowi gak mirim 👍']"
1704,WdlSpbca6tM,"['waspada tetap. tapi jangan terlalu banget menjauhi yg pernah kena covid. semangat terus y semua. dan selalu jaga 5 M', 'keluarga mertua bln kmren kena covid smpe bpak meninggal tp alhmdulillah ttngga pda antusias kirim makanan di cantolin  pager..', 'kalo 100% positif simptom pertama demam panas tp kepala xpening on/off,lepas tu cirit birit  skjp..demam mulai hilang baru hilang deria rasa bau/rasa dan hilang selera makan..sesak nafas tu sekejap2..obatnya jangan runsing atau strees sendiri jika pesakit ada darah tinggi akan jadi bahaya jika fikir terlampau stress..penyakit lain tiada terkesan..tempoh 8-10 hari saja.jgn risau.', 'share dong mama rieta minum obat covid apa aja dan ada infus apa aja', 'Mama rieta to orang jawa. Coba kalo orang jawa berpakaian seperti mama rieta lebih cantik dan simpel', 'Sama mama Rita,  sy jg udh kangen ingin kumpul sm cucu.  Lihat mama Rita tambah segar aja,  semoga selalu sehat.. aaamiin yRa😇', 'Hanya mau memberi tau aja aa .   Minum lah air jahe jngn di kasih gula.  Minum air jahe setiap hari.    Krn segala virus TDK kn gampang dekat dengan tubuh kita.  Boleh di coba .  Aa', 'Setuju bgt. Covid itu bukan AIB. Karena siapapun bisa kita, bahkan yg tidak ada gejala aja bisa positif dan sebaliknya. Semua itu Allahualam. Cerita mama Rieta aku bgt😊 . Stay safe and healty guys🤗', 'Rans maju......', 'Eta sendal jeng di papake melaniy']"
1705,0s5U9NR1gBI,"['A Rafi baiknya masyaallah mudah²an rezeki nya tambah banyaaaaak dan lancaaaar teruus', 'Ikut kerja d rumah baru nya bos ,,aku tk kuli peroyek ni 😁', 'AA Raffi kamu org-nya baik banget..masyaallah..panjang umur Aa dan rejeki melimpah..semoga kedepanx lebih banyak membantu org yg lebih membutuhkan...salam dari saya Aa Raffi...salam juga sama Aa rafathar...semoga jadi anak yg saleh..Aamiin', 'Ini contoh orang makin dermawan makin kaya raya', 'Haadddeeh....... hujan2...... naik2 ke proyek... Bahaya !  Buat pekerja jg .....', 'Rumh baim blum jasi2', 'Pengen ikutan tapi msih belum pede huhu', 'mulia banget aa rafi ngajak bapanya dimas. dan mba gigi', 'Hanya jas ujan yg sma kyk aa raffi semoga suatu saat bisa juga bangun rumah kyk beliau aminnnn ya allah', 'Gue juga mau dong']"
1706,hl3-CEXy9U4,"['Mudah²an a Rafi dan mbk gigi ,Dimas tambah banyaak rezeki nya Aamiiiiin yrb alamiin', 'Klg bahagia mrk', 'Yuhuu', 'Lama2 kak Raffi ini memang lucu ya cocok sm Dimas apa lg aa Rafatar pinter dan nggemesin', 'Raffi ma dimas mang pantas jadi adik kaka.. Bt raffi dn nagita smga slalu di limpah kn rejeki .kbahagiaan yg melimpah.. Bt dimas smga smkin sukses dn jngn lpa dndn aaraffi dn nagita srta kluarga tercinta.. Ya allah smga mereka smua di limpah kn kebahagiaan dunia akhirat.. Aamiin y robbal alamin', 'Mirip tapi tdk kembar.... Sukses selalu semua', 'Cocok banget dalam iklan Rafatar pinter banget...di imbangi dengan Raffi,Gigi dan Dimas...Oke...', 'Ga berasa nonton iklan ya :v', 'Mntap Dimas sama a Rafi', 'Semenjak AA ngajak Dimas jd demen nonton Chanel rans, sukses sll rans, semoga tambah maju dan berkah']"
1707,chmGcl-Fc00,"['Ow ini manager nya', 'dimas tu mirip bgt sm rafi ahmad msh muda', '1:33 orang penting pasti kak Chika🤣', 'Sy ikut seneng liat Riski dan managernya dimas blanja blanji in pakaian bwt dimas .....sukses bwt semua yaaa', 'Ibu manager🥰🥰😍🥰🥰🥰😍😍', 'Seneng ih sama dimas, karena biarpun bukan dari kalangan berada tapi pengetahuannya tetep luas dan anaknya pintar cenderung cerdas...', 'Bang Abrar tamabah gemuk ya succes bang Abrar dan creew...success RANS ENTERTAINMENT_SALAM DARI NTT bwt bang raffi dan mbak gigi_rafatar Tuhan Menyertai selalu Amin', 'Ngomong, sok baik dn sok imut blum tentu hati  y baik', 'Gigi mesra, sm dimas aa kn sibuk \nBuat aa jgan terlalu percaya sm orang jlan sm istri klau meri sm sense, kn lm lh klau dimaskn masi baru', 'Sopan banget si dim']"
1708,fgffTjFNQfg,"['si dimas kmn kak ..\nkok jarang muncul di rans 😀😀😀😀😀', 'Gigi pinter masak...', 'Cba masak masakan khas sulsel dong', 'kaka nikita kalao belajar masak ke mbg gigi aja pinter masaknya:)', 'Mbak gigi luwes banget masak', 'Dimas semangat bertemu tante Nikita Willy jangan malu masalahnya Dim dia lebih tuaaaan!!!!!Dimas jangan malu semangat ngomong sudah dapat jodoh aku belum dapat jodoh karena Dimas sudah pacaran dan dapat jodoh sama Diana kan.Pokoknya semangat Dimas bertemu tante Nikita Willy ngomong ke tantenya dan bantu masak ya Dim.Pante pas 5 orang acara Dahsyat RCTI Billy Syahputra,Rafi Ahmad,almarhum Olga Syahputra,Luna Maya dan Deni Cagur.', 'Banyak ketinggalam video rans gara"" sibuk renov rumah', 'Syukaaaaaa😀', 'HOWAK\nHOWAK\n\nWKWKWK ANAK STM', 'Garis tangan mu bagus Dimas,bsa ktmu  SM orang hebat,,.👍👍👍']"
1709,P0HMnsPXpFk,"['masya allah ganteng bgt rafatar', 'Sukses terus buat Rans dan keluarga...', 'Dimas ketawanya 🤣🤣', 'Rafatar pas Kya aku wktu kecil, mnta apa apa sllu di kasih,cumn kl aku di kasih mrah 😂😂😂', 'Rans sll jaya.', 'Banyak baget garam nya', 'Semoga followernya jadi lebih kreatif skrg .', 'ya Allah dimaas. ngakak bgt. wkwk\nBarokallaahu fiik dim', 'Si Rafi bininya maen hp mulu, lakinya lagi ngobrol, eh dia malah mingser', 'comel bodo dimas ni AHHAHHAAHAH']"
1710,sBA5kojY3E0,"['Walahhh si nagita lagi bosan liatnya 🤦🤦🤦', 'Si Luthfi ini org tdk sopan bicara ama boss ongkang kaki..', 'Sebenarnya ada apa mba gigi, Luthfi dan Dimas ?? Wawaaaaa bahaya ni.', 'Mba gigi itu bagusnya di carikan manger prempuan juga jgn laki2 broooo bahayalah.. awas lho.', 'Alhamdulillah,,,selalu sehat tim nya,,,,rapi Ahmat&Nagita terus berkarya👍', 'Hahahaaaaa......akhirnya ceburin kolam', 'Hadeuh...', '😂😂😂lucu', 'kangen dimas jadi nontonin ulang vlog yg ada dimasnya', 'RANS👍👍👍']"
1711,AbJpij5ryXo,"['Jokowi Di SiAa Dunia!!', 'Semoga di tahun 2022 ini saya bisa dapat rezeki dari kelurga Rans entertainment..Aamin\nSemoga selalu bahagia ka Rafi dan semua kelurga nya .AAMIN', 'Gemoyyy , I love berbau budaya ❤️❤️❤️', 'Lorong waktu biar aa bisa mengenal budaya Indonesia lebih bnyak suku dan bangga nya #hadiahlebarans', 'Menghibur banget aa rafathar\n\n#hadiahlebarans \n082117473051\n\nGalby purnama ramadhan', '#hadiahlebarans\n081511579582\nig  :gilanggegana', '-_-', 'motor', 'Bagus banget kartunnya akk semoga akk sehat y', 'Lucu banget rafathar dan pinter semangat aa rafathar']"
1712,VGX0thc9VoI,"['Semoga di d lebaran tahun 2022 ini saya dapat rezeki dari kelurga Rans entertainment. aamiin\nSukses selalu kelurga Rans entertainment', 'Bmm', 'Konten sangat menghibur dan brmanfaat buat anak2', 'Rans the best..,maju trus rans', 'Sya sering belaja di Lazada . Krna raffiinagieta sya beli', 'Wow👏', 'BKN membanding bandingkan dgn yg lain tapi inilah rans SMG smkin sukses dn saling suport amiin yra', 'Rafathar selamat jadi animasi om Rafi artis Yuk Keep Smile semoga sukses jadi animasi kaya Dufan Defender,Bola Kampung,Bola Kampung The Extra,Adit Sopo dan Jarwo,Keluarga Somad,Pandle Pop the Adventure,J-Town,Petualang Si Adi,Kiko dan lain2 abis itu semangat bersaing animasi Amerika Serikat,animasi Spanyol,animasi Rusia,animasi Jepang,animasi Perancis,animasi Malaysia,animasi India,animasi Arab Saudi dan animasi Indonesia yang pembuatan animasi dari animasi Indonesia ya om Rafi 🙂🙂🙂🙂 semoga sukses vlog dan vlog animasi Si AA dan Lorong Waktu Si AA ya om 🙂🙂🙂🙂 semangat pembuatan Si AA dari produser RANS Indonesia acara di ANTV semangat om Rafi artis Yuk Keep Smile ✊✊✊🙂🙂🙂.', '👍👍', 'Keren banget,,harus aku kasih liat ke anakq']"
1713,88ZO7Vml8pg,"['👍👍👍', 'Nginep sini ke Cilandak', 'Di injecsi MS dimasny biar GK loyo lesu', 'Aku udah saskerap minta hp aipon', 'A Rafi ,mbk gigi mas Haikal pada sayang bangeet ma dimas mudah² semua nya tambah lancar rezeki nya', 'Raffi iseng dikirim kan foto nya ke chika', 'Saya aja masih sampai sekarang lengan kiri ku biasanya kaku. Efek samping vaksin pfizer', 'Rafatar iseng bgt', '""Bentar ketek gua gatel"" awkwk ngakkk🤣🤣', 'Baik banget a rafi']"
1714,GhAkwI-RYgY,"['Rans terbaik dan sukses selalu', '*selamat ulang tahun pak otis semoga sehat selalu amin*', 'Pak Otis baik tulus', 'Alhamdulillah pahala buat pak Otis dan sekeluarga besar nya amin ya Rabb...', 'bajunya gigi dan raffi sama kyk pas collabs bareng nikita willy, brati dihari yg sama..', 'Yg pasti ny,,aku slalu adem,,ikut bahagia lihat klurga sultan Andara..😅😅😅😅', 'Haikal ngebingbing dimas 👍👍', 'Is the best jd mntengin RANS trs nih😊', 'Dlu jarang liat RANS tpi gr2 da si Dimas jd liat RANS trus skrg', 'ya Allah pa otis baik banget. pa undang saya. fernand di acara TV donk pa otis. saya juga pernah main sinetron di ANTV judulnya suami sakit istri jual diri. saya jadi edi. sekarang saya kerja jadi OB pa..']"
1715,52EAMvViv5Y,"['Gue udh beli kmrn sepeda nya', 'Mantap...salkomsel dr channel kami', 'Bangun aaraffi berolah raga sama rans', 'Seneng lihat kembar dadakan bak tahu bulet..menghibur banget..', '❤️❤️❤️', 'Salfok ama vespa kuning', 'Suka bnget liat Rans, apa lgi liat kak dimas jdi fans..', 'Asalamualaikum a rafi apa kabar semoga selalu dalam lindungan Allah subahannawatala, dilancarkan rezekinya, dipermudahkan urusan apapun semoga \nA rafi mangkin sukses aminnn.', 'Dimas syuting video clip https://youtu.be/WOuBZyB0GDU', 'Rafi mah apa adanya suaranya dimas jelek ya jelek....wkwkkwk👍👍👍👍😂😂😂']"
1716,iqkNNQaaXNE,"['Masha Allah sehat selalu keluarga rans', 'Kok yg tua minta ke yang muda ya', 'As Rafi kpn bikin adik untuk rafatar', 'A,aa Rafathar udh pintar banget padahal kn AA masih kecil udh pandai juga sehat sehat yg Sayaang', 'Rans maju......', 'Meri kok jarang muncul skrg', 'baik banget klga ini.semua baik hati', 'rafathar makin pintar d ganteng.', 'Tia RAFATHAR', 'Bu popon..sehat selalu yaa..\nDulu pernah fisiotherapi di klinik santi bandung sm saya..\nJmn taun 2004an mgkn \nLalu beliau bercerita pada saya, kalau cucunya rafi ahmad yg main sinetron.\nLalu ngga lama mama amy jg  fisiotherapi \nKlinik fisiotherapi santi, langganan artis2 yg asalnya dr bandung.']"
1717,xkAMvlu5EXQ,"['Assalamualaikum buat aa Rafi sama ka Nagita . Sehat trus ya ...cuma mau ngasih tau klu punya uang di ksh ke yg membutuhkan .contohnya saya saya sekarng gk megang duit cuma megang 100.gmna caranya buat 1 Minggu .saya punya anak 2.kali aja ada Rafi mau tolong saya jualin motor .satu satunya barang berharga saya buat nyambung hidup .saya jual 8 juta aja.tolong ada Rafi bantu keluarga kecil saya.mksh', '""Bismilahirohmanirohim""\n""Semoga menang"" Dan sukses slalu buat rans🙏""\nIg:davidtri', 'Qw mau mas rafi....\n088805190250', 'purwakarta menang dongz de rafatar', 'ribuan kali ikutan jg blm nyampe miliknya', 'AHHA4D.LIVE\nBisa Isi Pakai Pulsa Dan E-Wallet\nMinimal Pengisian Hanya 20 Ribu\nSitus Togel, Slot, Live Casino, Tembak Ikan\nProses Transaksi Sangat Cepat Aman Dan Nyaman 24 Jam', 'Mending di bagiin ke semua kariawan si cepat express a..', 'Halo', 'lancar trusss buat rannsss pemirsa..', 'Barusan sy ada yg nelpon ktnya dpt give away 4 jt tp mana?']"
1718,v6XSANuxv_w,"['kucing AA rafi dan teh nagita bagus dan semoga selalu dalam keberkahan keluarga AA rafi', 'A Rafi alergi SM bulu kucing,kyknya a Rafi takut geli SM kucing y?\n\nCs an a rafathar,ate jg suka SM kucing.di rmh ada kucing kawinan kampung SM persia', 'ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU ASU', 'https://youtu.be/1jSziWhpSpk', 'Mohon maaf mochi nama kucing gw', 'Kucing kesayangan nabi Muhammad \nDijidatnya tertulis huruf M', 'kak itu namanya sama kayak punya aku', 'Apalah daya saya cuma bisa beli kucing Persia medium wkwkwk', 'Seru banget ...menyenangkan 👍🥰🥰🥰🥰', 'Kucing ❤❤']"
1719,21mx__fgwH0,"['ini tahun 2020', 'Kasihan embak lala sama om merry habis di coret di muka', 'Kasian om meri makanan Akio jadi tumpah', 'Kasian ga mau makan😭😭😭', 'Halo aa', 'Nzbxjzbvxjxj🌸🌾🤣😌😏🌿💯', 'Bismilah \nHattcv gxyd\nCftddfdx \nAaa yddryc hcc\nDegt\nVgfff Akio cepat sembuh ya Akio ftydsa😭😭❤️', 'Grafisnya kurang di benerin lagi dikit', 'Akiyonya lucu banget bulunya', 'Aa.. lucu bgt ...']"
1720,-aTbY_l8088,"['Baju bagus dan murah', 'Pengen baju yang bagud', 'Mn hadiah nya', 'Toko.mama gigi susah di.klil', 'Halo mba GiGi jualan ap sih sy mau klu harganya murah', 'kreatifnya gak konsisten.. tepuk tangan harus disuruh', 'Jogja hadir', '1:13\n1:18', 'Depok hadir', 'Assalamualaikum WaRahmatullahi WaBarakatuh parfum']"
